INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222008659,613,,LARCENY SHOPLIFTING,D14, ,0,2022-02-06 09:00:00,2022,2,Sunday,9,,WASHINGTON ST,42.34910075676797,-71.15612390368563,"(42.34910075676797, -71.15612390368563)"
222008656,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-06 09:00:00,2022,2,Sunday,9,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008680,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,275,0,2022-02-06 08:00:00,2022,2,Sunday,8,,HAMMOND STREET,0,0,"(0, 0)"
222018333,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,2022-02-06 08:00:00,2022,2,Sunday,8,,SUDBURY ST,0,0,"(0, 0)"
222008654,3006,,SICK/INJURED/MEDICAL - PERSON,C6, ,0,2022-02-06 07:40:00,2022,2,Sunday,7,,SOUTHAMPTON ST,42.32962107264925,-71.0576382733102,"(42.32962107264925, -71.0576382733102)"
222008655,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,319,0,2022-02-06 07:20:00,2022,2,Sunday,7,,NAZING STREET,0,0,"(0, 0)"
222008657,1402,,VANDALISM,B2, ,0,2022-02-06 07:15:00,2022,2,Sunday,7,,LONGWOOD AVE,42.33744151891779,-71.10428095571272,"(42.33744151891779, -71.10428095571272)"
222008653,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-02-06 06:48:00,2022,2,Sunday,6,,MAGNOLIA ST,42.31478432299101,-71.07160996879186,"(42.31478432299101, -71.07160996879186)"
222008649,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-02-06 05:53:00,2022,2,Sunday,5,,CEDRIC ST,42.32571408838157,-71.07131716138848,"(42.32571408838157, -71.07131716138848)"
222011548,3115,,INVESTIGATE PERSON,D4,167,0,2022-02-06 05:30:00,2022,2,Sunday,5,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222008646,1402,,VANDALISM,C11, ,0,2022-02-06 05:17:00,2022,2,Sunday,5,,LINDA LN,42.3123140906789,-71.05099412617423,"(42.3123140906789, -71.05099412617423)"
222008643,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-02-06 04:03:00,2022,2,Sunday,4,,"COLUMBUS AVE & HEATH ST
ROXBURY  MA 02119
UNITED S",42.3249249993084,-71.0983960303326,"(42.3249249993084, -71.0983960303326)"
222008954,724,,AUTO THEFT,B3,465,0,2022-02-06 04:00:00,2022,2,Sunday,4,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008639,801,,ASSAULT - SIMPLE,C11, ,0,2022-02-06 03:53:00,2022,2,Sunday,3,,NEPONSET AVE,42.286406241274776,-71.0439868824279,"(42.286406241274776, -71.0439868824279)"
222008641,1831,,SICK ASSIST,A1, ,0,2022-02-06 03:43:00,2022,2,Sunday,3,,CAUSEWAY ST,42.364331255510244,-71.06319317535326,"(42.364331255510244, -71.06319317535326)"
222008637,1831,,SICK ASSIST,E18, ,0,2022-02-06 03:31:00,2022,2,Sunday,3,,RIVER ST,42.24806162559845,-71.13269023317704,"(42.24806162559845, -71.13269023317704)"
222008636,423,,ASSAULT - AGGRAVATED,B2, ,0,2022-02-06 03:04:00,2022,2,Sunday,3,,MUNROE ST,42.31857589932556,-71.08767243434772,"(42.31857589932556, -71.08767243434772)"
222008629,3115,,INVESTIGATE PERSON,A1, ,0,2022-02-06 02:53:00,2022,2,Sunday,2,,"WARRENTON PL & CHARLES ST S
BOSTON  MA 02116
UNITE",42.34968296487732,-71.066561039594,"(42.34968296487732, -71.066561039594)"
222008635,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,0,2022-02-06 02:51:00,2022,2,Sunday,2,,PORTER ST,42.374589122583856,-71.03830018878197,"(42.374589122583856, -71.03830018878197)"
222008628,3801,,M/V ACCIDENT - OTHER,C11, ,0,2022-02-06 02:40:00,2022,2,Sunday,2,,"ADAMS ST & DORCHESTER AVE
DORCHESTER  MA 02122
UNI",42.30150095524036,-71.05980503151761,"(42.30150095524036, -71.05980503151761)"
222008626,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-06 02:33:00,2022,2,Sunday,2,,GENEVA AVE,42.29979689518329,-71.06533457226695,"(42.29979689518329, -71.06533457226695)"
222008627,801,,ASSAULT - SIMPLE,A1,75,0,2022-02-06 02:30:00,2022,2,Sunday,2,,LANCASTER ST,42.36410725113958,-71.06244854508292,"(42.36410725113958, -71.06244854508292)"
222008624,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2022-02-06 02:27:00,2022,2,Sunday,2,,CHESTNUT HILL AVE,42.34645693932653,-71.15323834992645,"(42.34645693932653, -71.15323834992645)"
222008632,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2022-02-06 02:08:00,2022,2,Sunday,2,,HARRISON AVE,42.34891347301689,-71.06221240612521,"(42.34891347301689, -71.06221240612521)"
222009048,1109,,FRAUD - WIRE,A1,75,0,2022-02-06 02:00:00,2022,2,Sunday,2,,CAUSEWAY ST,42.36474297321898,-71.06256982498273,"(42.36474297321898, -71.06256982498273)"
222008687,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,A7, ,0,2022-02-06 02:00:00,2022,2,Sunday,2,,FAYWOOD AVE,42.3921390421385,-71.00581070996117,"(42.3921390421385, -71.00581070996117)"
222008623,1402,,VANDALISM,A7, ,0,2022-02-06 01:58:00,2022,2,Sunday,1,,VALLAR RD,42.39269663200214,-71.00842413382442,"(42.39269663200214, -71.00842413382442)"
222008622,1831,,SICK ASSIST,D4, ,0,2022-02-06 01:56:00,2022,2,Sunday,1,,COLUMBUS AVE,42.34402350062568,-71.07754900122283,"(42.34402350062568, -71.07754900122283)"
222008633,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2022-02-06 01:42:00,2022,2,Sunday,1,,TREMONT ST,42.33183055084136,-71.09746037245426,"(42.33183055084136, -71.09746037245426)"
222008618,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2022-02-06 01:39:00,2022,2,Sunday,1,,HILLSIDE ST,42.33013124160572,-71.10138007967286,"(42.33013124160572, -71.10138007967286)"
222008619,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-06 01:36:00,2022,2,Sunday,1,,MILK ST,42.358229656742516,-71.05362238794818,"(42.358229656742516, -71.05362238794818)"
222009254,1402,,VANDALISM,D4, ,0,2022-02-06 01:30:00,2022,2,Sunday,1,,MASSACHUSETTS AVE,42.33285585021935,-71.07262417838369,"(42.33285585021935, -71.07262417838369)"
222008625,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,428,0,2022-02-06 01:30:00,2022,2,Sunday,1,,MORTON ST,42.28187060713829,-71.08751151911808,"(42.28187060713829, -71.08751151911808)"
222009245,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,803,0,2022-02-06 01:20:00,2022,2,Sunday,1,,BRAINTREE ST,42.35602218937876,-71.1334029540359,"(42.35602218937876, -71.1334029540359)"
222008616,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2022-02-06 01:11:00,2022,2,Sunday,1,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.334909956083834,-71.07517004893332,"(42.334909956083834, -71.07517004893332)"
222008614,3803,,M/V ACCIDENT - PERSONAL INJURY,E18,542,0,2022-02-06 01:05:00,2022,2,Sunday,1,,BUSINESS ST,42.25197460119321,-71.1287360043998,"(42.25197460119321, -71.1287360043998)"
222008613,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-06 01:01:00,2022,2,Sunday,1,,UNION ST,42.36068786991018,-71.05687293370812,"(42.36068786991018, -71.05687293370812)"
222008610,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2022-02-06 00:52:00,2022,2,Sunday,0,,CHEROKEE ST,42.33047721775026,-71.10072735942113,"(42.33047721775026, -71.10072735942113)"
222008611,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-02-06 00:45:00,2022,2,Sunday,0,,WASHBURN ST,42.325600478908086,-71.05761263931073,"(42.325600478908086, -71.05761263931073)"
222008609,1831,,SICK ASSIST,A1, ,0,2022-02-06 00:19:00,2022,2,Sunday,0,,CAUSEWAY ST,42.365374796420454,-71.06154161481645,"(42.365374796420454, -71.06154161481645)"
222008620,3502,,MISSING PERSON - LOCATED,B3,428,0,2022-02-06 00:11:00,2022,2,Sunday,0,,ASTORIA ST,42.28020476798819,-71.08691240435893,"(42.28020476798819, -71.08691240435893)"
222008608,3502,,MISSING PERSON - LOCATED,B3, ,0,2022-02-06 00:11:00,2022,2,Sunday,0,,ASTORIA ST,42.28020476798819,-71.08691240435893,"(42.28020476798819, -71.08691240435893)"
222008607,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2022-02-06 00:01:00,2022,2,Sunday,0,,HILLSIDE ST,42.33013124160572,-71.10138007967286,"(42.33013124160572, -71.10138007967286)"
222008739,3115,,INVESTIGATE PERSON,E13,640,0,2022-02-06 00:00:00,2022,2,Sunday,0,,GREEN ST,42.31143758043436,-71.1092636344031,"(42.31143758043436, -71.1092636344031)"
222008720,3114,,INVESTIGATE PROPERTY,E18,544,0,2022-02-06 00:00:00,2022,2,Sunday,0,,GORDON AVE,42.257679959406474,-71.12740973380548,"(42.257679959406474, -71.12740973380548)"
222008920,3201,,PROPERTY - LOST/ MISSING,E5,691,0,2022-02-05 23:59:00,2022,2,Saturday,23,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222008606,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-02-05 23:31:00,2022,2,Saturday,23,,COMMONWEALTH AVE,42.33819348782436,-71.15278773553001,"(42.33819348782436, -71.15278773553001)"
222008602,3111,,LICENSE PREMISE VIOLATION,D14, ,0,2022-02-05 23:03:00,2022,2,Saturday,23,,BRIGHTON AVE,42.35283154863469,-71.13114272929741,"(42.35283154863469, -71.13114272929741)"
222008600,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2022-02-05 22:57:00,2022,2,Saturday,22,,PURCHASE ST,42.35484614406167,-71.05266752342813,"(42.35484614406167, -71.05266752342813)"
222008596,617,,LARCENY THEFT FROM BUILDING,C6, ,0,2022-02-05 22:28:00,2022,2,Saturday,22,,W BROADWAY,42.3416292316533,-71.05520446731018,"(42.3416292316533, -71.05520446731018)"
222008593,3111,,LICENSE PREMISE VIOLATION,D14,752,0,2022-02-05 22:28:00,2022,2,Saturday,22,,WASHINGTON ST,42.35042608570896,-71.16637331934788,"(42.35042608570896, -71.16637331934788)"
222008598,3502,,MISSING PERSON - LOCATED,B2, ,0,2022-02-05 22:11:00,2022,2,Saturday,22,,GLENDALE ST,42.313030932811984,-71.06932561591084,"(42.313030932811984, -71.06932561591084)"
222008595,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2022-02-05 22:11:00,2022,2,Saturday,22,,CEDAR ST,42.32747758558177,-71.0950947204481,"(42.32747758558177, -71.0950947204481)"
222008681,1402,,VANDALISM,D14, ,0,2022-02-05 22:00:00,2022,2,Saturday,22,,COMMONWEALTH AVE,42.34888558899946,-71.14007361174073,"(42.34888558899946, -71.14007361174073)"
222008578,1402,,VANDALISM,B3, ,0,2022-02-05 21:31:00,2022,2,Saturday,21,,WELLINGTON HILL STREET,0,0,"(0, 0)"
222008584,3301,,VERBAL DISPUTE,B2, ,0,2022-02-05 21:30:00,2022,2,Saturday,21,,SAINT ALPHONSUS ST,42.3336409834866,-71.10088910331768,"(42.3336409834866, -71.10088910331768)"
222008581,3410,,TOWED MOTOR VEHICLE,A1, ,0,2022-02-05 21:17:00,2022,2,Saturday,21,,"ARCH ST & FRANKLIN ST
BOSTON  MA 02110
UNITED STAT",42.3554099669056,-71.05803998071075,"(42.3554099669056, -71.05803998071075)"
222008588,3115,,INVESTIGATE PERSON,E5, ,0,2022-02-05 21:16:00,2022,2,Saturday,21,,WASHINGTON ST,42.26716725505801,-71.15073491192315,"(42.26716725505801, -71.15073491192315)"
222008902,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2022-02-05 21:00:00,2022,2,Saturday,21,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222008580,727,,AUTO THEFT - LEASED/RENTED VEHICLE,A1, ,0,2022-02-05 21:00:00,2022,2,Saturday,21,,"CHARLES ST S & PARK PLZ
BOSTON  MA 02116
UNITED ST",42.352139988574045,-71.06735997371726,"(42.352139988574045, -71.06735997371726)"
222009837,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2022-02-05 21:00:00,2022,2,Saturday,21,,NEW SUDBURY ST,42.361838566564714,-71.05976489094158,"(42.361838566564714, -71.05976489094158)"
222008590,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-02-05 20:50:00,2022,2,Saturday,20,,RIVER ST,42.26663472414414,-71.09677696675249,"(42.26663472414414, -71.09677696675249)"
222008574,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2022-02-05 20:49:00,2022,2,Saturday,20,,WALWORTH ST,42.28117528720034,-71.13724718359894,"(42.28117528720034, -71.13724718359894)"
222008569,3018,,SICK/INJURED/MEDICAL - POLICE,B3,944,0,2022-02-05 20:43:00,2022,2,Saturday,20,,AMES ST,42.28956987736902,-71.08510500569525,"(42.28956987736902, -71.08510500569525)"
222008576,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-02-05 20:36:00,2022,2,Saturday,20,,"COLUMBUS AVE & NEW HEATH ST
ROXBURY  MA 02119
UNIT",42.32628200674925,-71.09787894244505,"(42.32628200674925, -71.09787894244505)"
222008904,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,644,0,2022-02-05 20:30:00,2022,2,Saturday,20,,DUNSTER RD,42.31006808734539,-71.11805092553193,"(42.31006808734539, -71.11805092553193)"
222008577,540,,BURGLARY - COMMERICAL,B3, ,0,2022-02-05 20:29:00,2022,2,Saturday,20,,BLUE HILL AVE,42.272944902236624,-71.09348932771114,"(42.272944902236624, -71.09348932771114)"
222008562,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-05 20:04:00,2022,2,Saturday,20,,CROWELL ST,42.28297379140311,-71.08194011136256,"(42.28297379140311, -71.08194011136256)"
222009121,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2022-02-05 20:00:00,2022,2,Saturday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008570,3115,,INVESTIGATE PERSON,C11, ,0,2022-02-05 19:59:00,2022,2,Saturday,19,,COLUMBIA RD,42.32000870355725,-71.05915524231123,"(42.32000870355725, -71.05915524231123)"
222008563,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3, ,0,2022-02-05 19:53:00,2022,2,Saturday,19,,AMES ST,42.28956987736902,-71.08510500569525,"(42.28956987736902, -71.08510500569525)"
222008575,3114,,INVESTIGATE PROPERTY,C6, ,0,2022-02-05 19:47:00,2022,2,Saturday,19,,NATIONAL ST,42.33416416550265,-71.04669326205422,"(42.33416416550265, -71.04669326205422)"
222008559,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7, ,0,2022-02-05 19:45:00,2022,2,Saturday,19,,BENNINGTON ST,42.37644379673373,-71.03474021464687,"(42.37644379673373, -71.03474021464687)"
222008567,3301,,VERBAL DISPUTE,B3, ,0,2022-02-05 19:27:00,2022,2,Saturday,19,,HELEN ST,42.293078891032955,-71.08054237030878,"(42.293078891032955, -71.08054237030878)"
222008566,724,,AUTO THEFT,D14,778,0,2022-02-05 19:25:00,2022,2,Saturday,19,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222008561,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11, ,0,2022-02-05 19:25:00,2022,2,Saturday,19,,OLNEY ST,42.305532018649366,-71.07031160952137,"(42.305532018649366, -71.07031160952137)"
222008565,3108,,FIRE REPORT,A7, ,0,2022-02-05 19:09:00,2022,2,Saturday,19,,BENNINGTON ST,42.37644379673373,-71.03474021464687,"(42.37644379673373, -71.03474021464687)"
222008551,3805,,M/V ACCIDENT - POLICE VEHICLE,C11, ,0,2022-02-05 19:01:00,2022,2,Saturday,19,,STOUGHTON ST,42.31661749735653,-71.0640782725732,"(42.31661749735653, -71.0640782725732)"
222008591,3301,,VERBAL DISPUTE,B3,465,0,2022-02-05 19:00:00,2022,2,Saturday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008572,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-05 18:44:00,2022,2,Saturday,18,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
222008552,301,,ROBBERY,C11, ,0,2022-02-05 18:39:00,2022,2,Saturday,18,,WASHINGTON ST,42.29257647915883,-71.0717940591183,"(42.29257647915883, -71.0717940591183)"
222009148,423,,ASSAULT - AGGRAVATED,C11,355,0,2022-02-05 18:30:00,2022,2,Saturday,18,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222008697,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2022-02-05 18:30:00,2022,2,Saturday,18,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
222008553,3112,,LANDLORD - TENANT,B2, ,0,2022-02-05 18:26:00,2022,2,Saturday,18,,BROOKLEDGE ST,42.30956304852217,-71.08990196681202,"(42.30956304852217, -71.08990196681202)"
222008550,2647,,THREATS TO DO BODILY HARM,D14, ,0,2022-02-05 18:26:00,2022,2,Saturday,18,,COMMONWEALTH AVE,42.350432726359855,-71.12710479628086,"(42.350432726359855, -71.12710479628086)"
222648862,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,288,0,2022-02-05 18:25:00,2022,2,Saturday,18,,WASHINGTON ST,42.329748204791635,-71.08454011649543,"(42.329748204791635, -71.08454011649543)"
222008962,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C11,355,0,2022-02-05 18:24:00,2022,2,Saturday,18,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222008540,724,,AUTO THEFT,B3, ,0,2022-02-05 18:13:00,2022,2,Saturday,18,,RIVER ST,42.27171028288261,-71.0781611002937,"(42.27171028288261, -71.0781611002937)"
222008855,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2, ,0,2022-02-05 18:00:00,2022,2,Saturday,18,,NORFOLK AVE,42.32713820831259,-71.07217960967296,"(42.32713820831259, -71.07217960967296)"
222008549,1831,,SICK ASSIST,A7,29,0,2022-02-05 18:00:00,2022,2,Saturday,18,,"CHELSEA ST & MAVERICK ST
EAST BOSTON  MA 02128
UNI",42.37004295701628,-71.03872005073072,"(42.37004295701628, -71.03872005073072)"
222008560,3410,,TOWED MOTOR VEHICLE,E18, ,0,2022-02-05 17:56:00,2022,2,Saturday,17,,NAVARRE ST,42.27458078325077,-71.11766501992906,"(42.27458078325077, -71.11766501992906)"
222008542,1831,,SICK ASSIST,E13, ,0,2022-02-05 17:55:00,2022,2,Saturday,17,,SOUTH ST,42.30888817158391,-71.11553036734182,"(42.30888817158391, -71.11553036734182)"
222008535,3112,,LANDLORD - TENANT,B3,465,0,2022-02-05 17:54:00,2022,2,Saturday,17,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008650,3301,,VERBAL DISPUTE,B3,465,0,2022-02-05 17:49:00,2022,2,Saturday,17,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008536,1831,,SICK ASSIST,C11, ,0,2022-02-05 17:40:00,2022,2,Saturday,17,,WASHINGTON ST,42.283717732857916,-71.07151965639225,"(42.283717732857916, -71.07151965639225)"
222008543,3502,,MISSING PERSON - LOCATED,D4, ,0,2022-02-05 17:38:00,2022,2,Saturday,17,,WASHINGTON ST,42.33675015422942,-71.07662787936337,"(42.33675015422942, -71.07662787936337)"
222008582,3115,,INVESTIGATE PERSON,C6, ,0,2022-02-05 17:32:00,2022,2,Saturday,17,,REV RICHARD A BURKE ST,42.33159837022136,-71.05159631279159,"(42.33159837022136, -71.05159631279159)"
222008539,3115,,INVESTIGATE PERSON,B3,473,0,2022-02-05 17:32:00,2022,2,Saturday,17,,KENNEBEC ST,42.273160212837325,-71.1061565073905,"(42.273160212837325, -71.1061565073905)"
222008597,619,,LARCENY ALL OTHERS,D4,167,0,2022-02-05 17:30:00,2022,2,Saturday,17,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222008919,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-05 17:22:00,2022,2,Saturday,17,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222008541,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-02-05 17:20:00,2022,2,Saturday,17,,LINCOLN ST,42.35131763319522,-71.0583836667011,"(42.35131763319522, -71.0583836667011)"
222008547,3410,,TOWED MOTOR VEHICLE,A1, ,0,2022-02-05 17:17:00,2022,2,Saturday,17,,HANOVER ST,42.365699358458194,-71.05289203191269,"(42.365699358458194, -71.05289203191269)"
222008545,3108,,FIRE REPORT,C11, ,0,2022-02-05 17:16:00,2022,2,Saturday,17,,CORONA ST,42.30146197790324,-71.06895960458517,"(42.30146197790324, -71.06895960458517)"
222008521,3115,,INVESTIGATE PERSON,E18,520,0,2022-02-05 17:12:00,2022,2,Saturday,17,,HYDE PARK AVE,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222008573,3006,,SICK/INJURED/MEDICAL - PERSON,A1, ,0,2022-02-05 17:09:00,2022,2,Saturday,17,,SOUTH ST,42.35110202802516,-71.05735186002936,"(42.35110202802516, -71.05735186002936)"
222008528,801,,ASSAULT - SIMPLE,D14, ,0,2022-02-05 17:08:00,2022,2,Saturday,17,,CHISWICK RD,42.33996910554088,-71.15048614664572,"(42.33996910554088, -71.15048614664572)"
222008526,3301,,VERBAL DISPUTE,B3, ,0,2022-02-05 17:01:00,2022,2,Saturday,17,,WHITFIELD ST,42.290647243669596,-71.07405481460579,"(42.290647243669596, -71.07405481460579)"
222008724,3114,,INVESTIGATE PROPERTY,E5, ,0,2022-02-05 17:00:00,2022,2,Saturday,17,,BLUE LEDGE DR,42.27253605547712,-71.13622919140008,"(42.27253605547712, -71.13622919140008)"
222008533,3110,,SERVICE TO OTHER AGENCY,D4,285,0,2022-02-05 17:00:00,2022,2,Saturday,17,,TREMONT ST,0,0,"(0, 0)"
222009685,1402,,VANDALISM,A15,41,0,2022-02-05 17:00:00,2022,2,Saturday,17,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
222008531,423,,ASSAULT - AGGRAVATED,D14, ,0,2022-02-05 16:56:00,2022,2,Saturday,16,,HARVARD AVE,42.35085371116755,-71.13125747198826,"(42.35085371116755, -71.13125747198826)"
222008587,3410,,TOWED MOTOR VEHICLE,A1, ,0,2022-02-05 16:31:00,2022,2,Saturday,16,,"COMMONWEALTH AVE & ARLINGTON ST
BOSTON  MA 02116
U",42.353499978376156,-71.07144998768928,"(42.353499978376156, -71.07144998768928)"
222008530,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2, ,0,2022-02-05 16:30:00,2022,2,Saturday,16,,NORMANDY ST,42.31015595353559,-71.07928346834971,"(42.31015595353559, -71.07928346834971)"
222008523,3304,,NOISY PARTY/RADIO-NO ARREST,B3, ,0,2022-02-05 16:28:00,2022,2,Saturday,16,,REXFORD ST,42.269848356212,-71.09532393869812,"(42.269848356212, -71.09532393869812)"
222008510,1402,,VANDALISM,B3, ,0,2022-02-05 16:19:00,2022,2,Saturday,16,,MORTON ST,42.280612303395294,-71.08350145993505,"(42.280612303395294, -71.08350145993505)"
222008507,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5, ,0,2022-02-05 16:11:00,2022,2,Saturday,16,,GLENELLEN RD,42.26704228282982,-71.16398071687955,"(42.26704228282982, -71.16398071687955)"
222008755,724,,AUTO THEFT,D4,167,0,2022-02-05 16:00:00,2022,2,Saturday,16,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222008516,1831,,SICK ASSIST,B3,465,0,2022-02-05 15:55:00,2022,2,Saturday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222008505,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,A7, ,0,2022-02-05 15:49:00,2022,2,Saturday,15,,LEXINGTON ST,42.38127424665546,-71.02800231264008,"(42.38127424665546, -71.02800231264008)"
222008500,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4, ,0,2022-02-05 15:43:00,2022,2,Saturday,15,,BOYLSTON ST,42.34980174544626,-71.07840978002983,"(42.34980174544626, -71.07840978002983)"
222008511,3114,,INVESTIGATE PROPERTY,C6, ,0,2022-02-05 15:41:00,2022,2,Saturday,15,,BOSTON ST,42.327827370939524,-71.05800016265056,"(42.327827370939524, -71.05800016265056)"
222008502,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A7, ,0,2022-02-05 15:39:00,2022,2,Saturday,15,,CHELSEA ST,42.38101017623264,-71.02586305285594,"(42.38101017623264, -71.02586305285594)"
222008520,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-02-05 15:35:00,2022,2,Saturday,15,,GENEVA AVE,42.30767843865045,-71.08050400545905,"(42.30767843865045, -71.08050400545905)"
222008495,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11, ,0,2022-02-05 15:34:00,2022,2,Saturday,15,,PARKMAN ST,42.29648528688923,-71.05968306473817,"(42.29648528688923, -71.05968306473817)"
222009217,724,,AUTO THEFT,C6,200,0,2022-02-05 15:28:00,2022,2,Saturday,15,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222008501,1831,,SICK ASSIST,A1,117,0,2022-02-05 15:24:00,2022,2,Saturday,15,,WASHINGTON ST,42.351742821397714,-71.06275940040133,"(42.351742821397714, -71.06275940040133)"
222008493,3007,,SUDDEN DEATH,A1, ,0,2022-02-05 15:08:00,2022,2,Saturday,15,,TEMPLE PL,42.35521428732261,-71.06206350909659,"(42.35521428732261, -71.06206350909659)"
222008514,1402,,VANDALISM,E13, ,0,2022-02-05 15:04:00,2022,2,Saturday,15,,CENTRE ST,42.3219973034472,-71.10956533378219,"(42.3219973034472, -71.10956533378219)"
222008487,3114,,INVESTIGATE PROPERTY,E5,691,0,2022-02-05 15:00:00,2022,2,Saturday,15,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222008491,801,,ASSAULT - SIMPLE,D14, ,0,2022-02-05 14:59:00,2022,2,Saturday,14,,ETNA ST,42.353271316343005,-71.14768062253422,"(42.353271316343005, -71.14768062253422)"
